comment,product_id,rating,reviewer,sku,submissionTime,title
"Used in my basement after we had some water get in. The unit got rid of the bad smell within a day, and with the hose feature I can set and forget.",34448563,5,dehumdified,7100082,8/6/14 21:50,Works well
the right amount of boldness and flavor. Perfect for that first cup in the am!!,34448562,5,,1011173,8/6/14 21:50,delicious!
I purchased this game for my son. He is 13 and he loves it.,34448555,5,Deebops,8897104,8/6/14 21:49,My son loves it
"This is a perfect size for a bedroom, has all the features I expected... I got it on sale an am looking forward to connecting it to the internet!",34448550,4,,2799025,8/6/14 21:48,Good size tv for bedroom
Over all the unit is great. I some times get a noise from the fan,34448546,5,Timmer75,5570143,8/6/14 21:48,Works well
The built in screen protector is great. I bought one for my mom and my son after purchasing mine.,34448543,5,Deebops,9041344,8/6/14 21:47,Great protection
cant do anything in the laptop withoutit..an absolute must have for any new computer,34448545,5,sdbm,7016127,8/6/14 21:47,great item
"Does the job, it's the real apple one so that's good",34448539,4,Tmtm,6652043,8/6/14 21:46,Good enough
Very powerful and durable. An excellent tool with two different sized mixing cups included.,34448535,5,hrtfxr,3882017,8/6/14 21:46,Great for smoothies
"easy to use, scans great copy,s great and the printing speed is great",34448528,5,dutch44,6502314,8/6/14 21:45,great printer fairly fast
It was a very interesting. I recommend package is a film trapped between the future and the past 2 times have to see I like,34448525,4,titan330,7353045,8/6/14 21:45,great movie
Was very happy to pick up item at a great price and multi purposes would recommend to anyone,34448520,5,sallyann,9738098,8/6/14 21:44,awesome charger good for both my phone &amp; iPod
"I really like this computer,but there is a learning curve for Windows 8. Hopefully I will master that over the next few weeks.",34448514,5,snowwind,2991012,8/6/14 21:43,Great Laptop for the money
Great movie the whole family will enjoy especially if they like Legos.,34448515,4,Grandma,5863038,8/6/14 21:43,Good family movie
Much better cleaning and whitening as compared to a manual brush. Excellent battery life as well.,34448512,5,hrtfxr,1991007,8/6/14 21:43,Like the dentist
Good equipment if you just want to watch movies and news with a better than average sound quality,34448506,5,moisesfeijao,4372018,8/6/14 21:42,Good home theater system
"great vacuum, easy to use and being bag less dont have to worry about bags.",34448503,5,bigguy,7555087,8/6/14 21:42,nice vacuum
"Is been very pleasing experience going to purchase any electronic equipment, because they really know how to help the customers.",34448476,5,ElMalon,9071056,8/6/14 21:40,I like it
"It good deal, on sale . The slingbox need good upload and download , ex 50M download and 3 M upload ...enjoy",34448469,5,Raondmortgage,6578328,8/6/14 21:40,Slingbox
"Not a bad movie with all considering. An interesting take the Wolverine' history, and pretty cool special effects. Will watch it again.",34448452,4,Nicodemus,2868464,8/6/14 21:37,Good movie!
EnvyVery durable and looks great. Get compliments on the color.,34448892,5,,1973005,8/6/14 22:44,
"EVRYTIME I PURCHASE THIS INK MY PRINTS COME OUT CRISP AND CONTRAST SO BRIGHT, LOVE IT.",34510993,5,SOOLIA,2383045,8/9/14 22:42,GREAT INK + VALUE
"Even not like the Superman I grew up with, like with other reboots, I enjoyed it. Can't wait for the next.",34510987,4,lolonoel,1805695,8/9/14 22:41,Great Movie
"Definitely keeps up with what it claims to do. Usually I'm very skeptical of the ""extras"" like screen covrrs.",34510984,5,egyptink1,5047007,8/9/14 22:39,Does what it claims
"outstanding movie for all ages that is relevant, touching, and fun",34510982,5,708wolvie,5863038,8/9/14 22:39,great movie for all ages
Very good camera. I love it. I would recommend this to my friends.,34510973,5,Ridoy,3990822,8/9/14 22:37,Great camera for a freshman
I hadn't updated my phone exchange in a while so this is like the Ferrari of cell phones,34510968,5,egyptink1,5134049,8/9/14 22:36,great phone
LOVE THE WIRELESS SUB WOOFER BLUE TOOTH ROCKS SONY ALL THE WAY!!!,34510962,5,catkicked1500,4420029,8/9/14 22:35,sony sound bar
Good for the car ...easy to get in and out of your ear...not the best sound quality.,34510950,3,AOKCA,6848136,8/9/14 22:32,good for the car ...
Only had the New Whirlpool washer &amp; dryer for few weeks so far so good,34510949,5,GS11,1537158,8/9/14 22:32,GREAT SO FAR
It's good stuff!! PLUS you get a refill for the product.,34510945,3,Fathead468,4873529,8/9/14 22:31,Good stuff
It is a case so not much to say other than it does what it is supposed to do.,34510934,5,Lolonoel,5161592,8/9/14 22:28,great case
I bought this to use for an outdoor shoot and it worked great. Took a while to get used to it but I love it! Great but. It was on sale too!,34510996,5,TheJayBeats,5926378,8/9/14 22:43,So far so good
"EVRYTIME I PURCHASE THIS INK MY PRINTS COME OUT CRISP AND CONTRAST SO BRIGHT, LOVE IT.",34510993,5,SOOLIA,2383045,8/9/14 22:42,GREAT INK + VALUE
"Even not like the Superman I grew up with, like with other reboots, I enjoyed it. Can't wait for the next.",34510987,4,lolonoel,1805695,8/9/14 22:41,Great Movie
"Definitely keeps up with what it claims to do. Usually I'm very skeptical of the ""extras"" like screen covrrs.",34510984,5,egyptink1,5047007,8/9/14 22:39,Does what it claims
"outstanding movie for all ages that is relevant, touching, and fun",34510982,5,708wolvie,5863038,8/9/14 22:39,great movie for all ages
Very good camera. I love it. I would recommend this to my friends.,34510973,5,Ridoy,3990822,8/9/14 22:37,Great camera for a freshman
I hadn't updated my phone exchange in a while so this is like the Ferrari of cell phones,34510968,5,egyptink1,5134049,8/9/14 22:36,great phone
LOVE THE WIRELESS SUB WOOFER BLUE TOOTH ROCKS SONY ALL THE WAY!!!,34510962,5,catkicked1500,4420029,8/9/14 22:35,sony sound bar
Good for the car ...easy to get in and out of your ear...not the best sound quality.,34510950,3,AOKCA,6848136,8/9/14 22:32,good for the car ...
Only had the New Whirlpool washer &amp; dryer for few weeks so far so good,34510949,5,GS11,1537158,8/9/14 22:32,GREAT SO FAR
It's good stuff!! PLUS you get a refill for the product.,34510945,3,Fathead468,4873529,8/9/14 22:31,Good stuff
It is a case so not much to say other than it does what it is supposed to do.,34510934,5,Lolonoel,5161592,8/9/14 22:28,great case
using this card with my GoPro Hero 3+ without any problems.,34510909,5,Mira,9387066,8/9/14 22:24,Quality
The remote is very limited to how it works with blu-rays and DVDs. I think it is really made to be used with movies from PSN.,34510901,3,Lolonoel,5758007,8/9/14 22:21,ok remote
I think this is a great tv especially for the price! This is actually my 3rd one. My 1st one was a 55' &amp; the other 2 are 32'. Great picture and have had no problems!!,34510902,5,Angelica,3356036,8/9/14 22:21,Great tv
This case is excellent for transporting your hard drive. It keeps your hard drive secure.,34510897,5,Mira,9320692,8/9/14 22:21,Very good case
Great. Needed to keep screen from getting scratched. it is also easier and safer to clean than regular screen.,34510887,5,CaptMoosh,9521045,8/9/14 22:18,It is needed!
"It is an amazing hard drive. It is very small, light and portable for it's size.",34510872,5,Mira,3138005,8/9/14 22:14,Amazing external hard drive
"love it!!! very easy to connect a phone, ipad or whatever to it, has really good sound and can get loud! I have nothing bad to say about it at all its a bose, its the best of the best!",34510865,5,Jessica,9154107,8/9/14 22:14,Love it!
Family of four now has a controller of their own and the camouflage one looks the best !,34510862,4,Hoss22,4030053,8/9/14 22:13,Cool-looking controller
Can watch this movie over and over again !!! Monty Python rules !!!,34510844,4,Hoss22,4816189,8/9/14 22:10,Great comedy !
For outdoors and around any water. Great idea to have a floating GoPro if something happen.,34510837,5,Mira,1667041,8/9/14 22:09,Must have
This usb device works well to transfer files when upgrading computers or for backup.,34510835,5,djazz,9288807,8/9/14 22:09,worked well
It's a must have if you are a Godsmack fan! 1000HP is great!,34510834,5,SMCM,7836031,8/9/14 22:09,Awesome CD!
Its a good case for the money. Not as.protective as otter box,34510822,4,djazz,1977001,8/9/14 22:06,good case for money
Great sound bar and I like the bluetooth feature. Great buy!,34510820,5,Bobby,4157006,8/9/14 22:05,Insignia Sound bar
"We love this refrigerator, was shopping for a replacement of our 15 year old side by side, got a great deal on sale.",34510807,5,JohnI,1609849,8/9/14 22:04,Great Refrigerator
"If you want epic gaming this is your best bet, a system so unique in performing on whst you ask music , video , movie's and much more and that was just your first week unboxing the machine .",34510806,5,Dgox,8240103,8/9/14 22:03,epic system
Best action camera on the market. Very easy to use and mounts everywhere. Thousands of recording modes.,34510796,5,Mira,1617684,8/9/14 22:02,The best camera ever
only had the new washer &amp; dryer for few weeks no issues,34510791,4,GS11,2900490,8/9/14 22:01,no issues
Only had the New washer for few weeks no issuesat this time,34510778,4,GS11,9078525,8/9/14 21:59,no issues
A thrill ride! Can't wait for the extended cut! Enjoy!,34510777,5,Jetblackmustang,4307067,8/9/14 21:59,Great special effect!
"since the outlets are not too close each other, there is enough space for adapters",34510769,4,matt,2878313,8/9/14 21:58,enough space for adapters
"like i say it used less water , love presoak , lees time",34510766,4,GS11,1537024,8/9/14 21:57,so far so good
"Needed an external drive because the built-in drive on my laptop failed.
LG drive is very compact and thin. Worked flawlessly, and the included software on disc is simple but effective for my needs. Good value for the price.",34510744,5,Whyyutt1,1802006,8/9/14 21:54,Performed as described
I was excited to upgrade my phone! The s5 is amazing! I recommend this to the few friends that don't already have it!!,34510740,5,Loverewardzone,4811019,8/9/14 21:54,Love my phone!! Everything about it!
got this on sale works good so far. It loads fast for my pictures and videos,34510748,5,jdog,9387066,8/9/14 21:54,great so far
I enjoy the quality of iTunes. I love that you can purchase games and music.,34510738,5,Draftingguy91,3695176,8/9/14 21:53,Great for games and music
You get a lot of prints with this small cartridge. Not bad for the price.,34510735,4,Isla,3031975,8/9/14 21:53,Great item
"My old mic broke, got this baby. Works like a charm. Still going strong after 3 months with it.",34510729,5,League,7457566,8/9/14 21:52,Gets the job done.
"whitesnake - Great Artist, great price for the cd. rememer the videos too",34510723,4,pikemain,3949561,8/9/14 21:51,great music great price
"good rep of the 3 stooges. funny, slapstick. never get enough",34510709,4,pikemain,5690558,8/9/14 21:49,pretty good rep of the 3 stooges
"the movie was had a good plot, which keeps you guessing and on the edge of your seat...i found myself hating then loving then hating then loving the main characters. great movie!!!",34510699,5,Tkoba,6955017,8/9/14 21:48,Awesome and intense!!
The cd is a great hit. Good music for ladies and males.,34510691,5,baller,6918046,8/9/14 21:47,Great music
"Nvr knew wht an HDTV cord did, now I'm hooked. All my TVs hv them now",34510688,5,Leegee48,2947005,8/9/14 21:47,Totally surprised
"Great cast, great script, makes for a great film...",34510687,5,Jetblackmustang,3924079,8/9/14 21:47,definately one of the best...
This cable just works fine for me. I brought it along with my Samsung TV and i use this quite often to beam movies and it just works fine. Not sure about the difference between this one and more expensive one's.,34510681,5,,2648583,8/9/14 21:47,Works fine
"the mamas and the papas - Great Artist, great price for the cd",34510690,5,pikemain,3617508,8/9/14 21:47,mamas and the papas - greate 60s
Very good TV. 720 but still has a great picture right out of the box.,34510673,4,Jsc62,1261833,8/9/14 21:46,Great value
"If you like cars, action, and some drama mixed in with some laughs i think you'll enjoy this one...again acting not super great but i enjoyed the movie and would watch it again.",34510676,5,Tkoba,7383409,8/9/14 21:46,The cars were sick!!!
Outstanding and very useful. Finally dipping back into gaming,34510658,5,Leegee48,9008289,8/9/14 21:44,Great looking
We bought this product for our bran new washing machine and so far we have no complaints. We have had it for over a month now with no issues.,34510655,5,PixelPlucker,5446387,8/9/14 21:44,Works great
"Outstanding product for the price, totally recommend it",34510651,5,Leegee48,8193536,8/9/14 21:43,Great looking
HD channels are very clear for me now . i am quite satisfied...,34510652,4,Sameer,8280843,8/9/14 21:43,Good product!
Great value. Great picture. Easy set up. Definitely recommend.,34510646,4,Jsc62,4829008,8/9/14 21:43,Very good HDTV
All three for the low price of one dvd. We love this series,34510645,5,tjaco5,4833671,8/9/14 21:42,all 3
"Great machine, takes the stains out... holds alot- big rank",34510642,5,tjaco5,7896053,8/9/14 21:41,awesome
It was a great purchase. I'm very proud of this item.,34510641,5,Isaiah,7006915,8/9/14 21:41,It does what it's supposed to!
Wasn't impressed But Had Its ups. My Son Liked It Tho,34510633,2,cookie,1592984,8/9/14 21:39,wasn't as good as expected
Pulled this product from the package and had no problems using it from the start. It is still going strong.,34510620,5,Andy,3142599,8/9/14 21:37,Good solid product
Professionals installed this mount so I can't really comment on the installation. Very slim so TV isn't popping out of the wall. Great buy.,34510613,5,,5148005,8/9/14 21:36,TV hasn't fallen yet!
We used this speaker wire to hook up our speakers on the boat tower.,34510611,4,nellebelle,9906176,8/9/14 21:36,Good quality.
"This is the best fit for this phone, love, love ..",34510603,5,lvmcgruder,5300429,8/9/14 21:36,Awesome case
No problems at all. Pulled it out of the package and it was ready to go.,34510604,5,Andy,9827425,8/9/14 21:35,Good quality
Great Game my Entire Family Plays &amp;Enjoys. The HD gaming Is Spectacular&amp;Each Level Is a New Surprise,34510593,5,cookie,8400089,8/9/14 21:35,must buy
great movie for the kids. graphics are amazing on blueray. i enjoyed it and my kid too,34510594,5,Whitelightning001,2960361,8/9/14 21:34,Great
"I absolutely love this item, great for this phone.",34510581,5,lvmcgruder,5301158,8/9/14 21:32,great case for the phone
"My first time using a router that I had to purchase in years. The setup was easy. It has a app on android or ios for easy use. I have not had any problems and I use quite a few items on wifi such as tablet's, xbox1 printer and google chrome.",34510582,4,Gmonie,5014127,8/9/14 21:32,Great especially for beginners
This product does the job and once the auto backup software is installed it is a wonderful product!,34510576,5,Happyness,1765023,8/9/14 21:31,Great features
I never read the book but the movie was pretty good and kept my attention.,34510574,4,Wyleet10,6347068,8/9/14 21:31,Good movie
I use these daily and have had no problems with them. Great sound and very durable.,34510571,5,CHRISSIFIG,1883102,8/9/14 21:31,Great headphones!
All I had to do was remove packaging and plug the mouse into my computer and it works fine.,34510552,5,Debi,3489023,8/9/14 21:30,It does exactly what it's supposed to do.
Needed this product for school. Great price and great easy to use product! It is a great product!,34510537,5,CHRISSIFIG,7457566,8/9/14 21:28,Needed this for school and it is awesome!
good simple tv with good quality. for the price you can not beat that!,34510527,4,besbuy499,3356036,8/9/14 21:26,good simple tv with good quality
I was surprised what a great movie this was. The trailers do it justice! Multiple plot twist!,34510517,5,Jetblackmustang,6399133,8/9/14 21:24,Intense!
My son took this to Germany to charge his electronics while he was there. It worked well.,34510503,4,All5kids,2890261,8/9/14 21:22,Easy to use
Easy to attach to television and wall. Hinges work fine,34510495,5,CornKing,8327697,8/9/14 21:21,Worked fine
My mom got my hooked on this movie I can watch over and over. It super funny,34510493,5,Mikey,6685203,8/9/14 21:21,Best funny movie
i gifted this to a friend who loves anything about wall street! good deal!,34510497,5,opticmaria,3921114,8/9/14 21:21,Great deal for a great movie
We love this tv and would recommend it to family and friends,34510492,5,Coolio,4320002,8/9/14 21:21,Great tv for the price
We needed to charge a second battery as a back up. This was fast and easy.,34510481,5,All5kids,2399012,8/9/14 21:20,Worked well
Mount was easy to attach to TV and wall. Like the quick detach feature.,34510480,5,CornKing,9881868,8/9/14 21:19,Easy attachment
Great starter headphones decent sound for the price. My son uses them and likes the sound and the noise insoluation.,34510471,4,,4844694,8/9/14 21:18,Great price
This is a good basic mouse for anyone who just needs something instead of a touch pad on a laptop.,34510470,5,,3490013,8/9/14 21:18,Good laptop mouse
Love being able to use this in my tablet or laptop. Taking my pics and movies where ever is go is fantastically easy!,34510464,4,LjC33,5333011,8/9/14 21:18,Sad card
My son took this to Germany and brought back over 3000 great looking pictures.,34510450,5,All5kids,3142553,8/9/14 21:17,Easy to use
Television is connected to satellite receiver withHD. Picture is awesome.,34510448,5,CornKing,5860013,8/9/14 21:17,Best picture ever.
It makes my tablet like a mini laptop. Love it. I love having the option of on screen keyboard or use a real keyboard.,34510445,5,LjC33,7245016,8/9/14 21:17,Keyboard
The best gift you can give for an apple gadget lover!,34510444,5,opticmaria,3695167,8/9/14 21:17,Itunes and ibooks are 1 click away
Great product does what it supposes to do. Very easy to install great sound.,34510441,5,,7886327,8/9/14 21:16,Great product
this tripod work great it has different heights and adjustments that you can make that is very easy to use and it goes well with the Sony camera that I purchased I think it was a great buy for the price that I received it,34510435,5,fredovedo1,5191931,8/9/14 21:16,easy to use tripod
You are on your seat to find out what is going to happen.,34510434,5,tbarre,6959022,8/9/14 21:15,fast moving entertainment
Awesome movie! The fight scenes are incredible... A must have for any collection...,34510426,5,Jetblackmustang,6938047,8/9/14 21:15,The perfect sequel!
A very well made movie that ales you think about how you need to view tour life.,34510422,5,Saucy77,6938065,8/9/14 21:15,The name says it all
Great tablet. Just what I was wanting. Forget the iPads go samsung,34510420,4,LjC33,7023019,8/9/14 21:14,Samsung Samfun!
Enjoying the console with Kinect. Mostly used to stream Netflix as we wait for new game releases.,34510413,5,Alk3,9008182,8/9/14 21:14,Perfect gift
sometimes the internet connection loses the page or game I am playing,34510419,4,kara,1208844,8/9/14 21:14,i like it
this was an add on to a camera that is her sister and it works very well it's easy to use when it's definitely a good,34510403,5,fredovedo1,3142635,8/9/14 21:13,great memory for the price
bought this camerafor my daughter which is a youtuber and she has used it very well and it's very easy to use and I easy to download videos she has pretty much taking it and ran with it and is doing very well with the camera,34510401,4,fredovedo1,3317012,8/9/14 21:12,good camera for teenager
I bought this to replace my broken headset and am loving this new one.,34510369,5,Mendy,6640621,8/9/14 21:08,Great headset
For my iPhone 5sI bought this to use for an outdoor shoot and it worked great. Took a while to get used to it but I love it! Great but. It was on sale too!,34510996,5,TheJayBeats,5926378,8/9/14 22:43,
This should come with the original kit it's a better product,34528250,5,ILOVEBB,9504146,8/10/14 22:35,Better product
I keep playing this it's exactly what I wanted. B movie on BR with lots of violence. This film is pure Q. T.,34528242,4,ILOVEBB,1627618,8/10/14 22:33,Awesome
"I think this TV Is great for the price that i paid, i had a LCD TV prior to this one which just stopped working. overall great picture sound is decent and smart hub can use upgrades.",34528231,4,sammy76,4320002,8/10/14 22:31,Great Tv for price
This is my first Mac product. I found that it is a lot safer and durable than other laptops. I hope to have a long and fun experience with my new product.,34528209,4,David,5430505,8/10/14 22:28,Awesome
it's a good movie with some good actors nothing more,34528102,4,duo1983,2978716,8/10/14 22:06,great movie
This cd got me into Skeletonwitch and has been kept in my cd rotation since i bought it. This cd is as good as technical death metal can get and if you dont own it do yourself a favor and pick it up,34528096,5,Shawnzy12,2202177,8/10/14 22:05,Skeletonwitch!! Need I say more
"Plastic drying is not quite as great as Consumer Reports indicates, but, other than that, this dishwasher lives up to expectations.",34528075,5,,2683546,8/10/14 22:02,great performance for reasonable price
This latest release keeps the sound Seether has been known for since the dawn of time and its still as awesome as ever,34528065,4,Shawnzy12,7154016,8/10/14 22:01,Good Ole Seether
4K amazing; 3D awsome; easy navigation; Picture quality changed how we view TV,34528060,5,Ezralove,5852039,8/10/14 22:00,Excellent TV
This is easily my favorite KSE album ever if you dont own it go ahead and pick it up,34528057,5,Shawnzy12,8126798,8/10/14 22:00,Killswitch delivers like always
"Operating directions are not that great but once you get it, the telescope is fantastic.",34528047,5,JWood,2595041,8/10/14 21:59,Powerful amatuer telescope
Was stopping in the store and came across this BR combo. Got it as a gift.,34528033,5,ILOVEBB,9143147,8/10/14 21:57,Nice BR Combo
one of there best cds yet so far just as good as last,34528030,5,ghostrydr,7154025,8/10/14 21:57,another great cd from great group
good season probably the best so far back to streets of london,34528019,5,ghostrydr,8490062,8/10/14 21:55,awesome
This is actually not a bad movie if you're into fast cars and racing..kinda like Fast and Furious.,34528003,4,robby44,6959022,8/10/14 21:54,not too bad
This gps has great details for what a truck driver needs it tells you up coming truck stops &amp; weight scales and also tell you how many hours of driving you have left great buy worth every penny.,34527999,5,Driver1,7352055,8/10/14 21:53,Best gps for truckers &amp; cars
Great as advertised. Not sure if really worth the price,34528002,4,zer0,5891085,8/10/14 21:53,Nice oilless fryer
pretty awesome concert axls voice little better than golden god awards show,34527992,4,ghostrydr,6698104,8/10/14 21:52,good movie
The first DVD scratched. So have not played it. But they are classic movies I want my grandsons to watch.,34527983,4,meathead6,6140223,8/10/14 21:50,good movies
"Perfect fit for her IPhone - I haven't seen her drop her phone yet, but it appears to be durable as well.",34527977,5,happyshopper12345,3668004,8/10/14 21:49,Perfect for my teen daughter
This game is a lot of fun to play. Kids thanked me.,34527971,4,ILOVEBB,8400089,8/10/14 21:48,kids love it
The story was entertaining. I am disappointed they will not be having a second season.,34527968,5,Irish,3034037,8/10/14 21:48,Great watch
"This isn't the sort of movie that one sees very often. It seems to avoid genre-typing. The movie's graphicness may not be to everyone's liking, but the acting and storyline of both movies is very good.",34527955,4,Bevvie007,6368029,8/10/14 21:46,Intriguing and unique
Great headphones. Very clear sound. Love that the earpieces are magnetic and stick to each other,34527959,5,Saintloui,1805021,8/10/14 21:46,Great headphones
"Pretty good, but presently missing better selection of apps. Hopefully more will come. Noticed a lot of buffering, had blu ray streamer beforeand didnt have as much issues.",34527952,3,ldylibragamr,9071056,8/10/14 21:45,can only get better...
Love the game. Picture is excellent. Has one glitch that I've noticed.,34527920,4,Shamoo,9011052,8/10/14 21:41,Excellent graphics
I would recommend this to anyone with an iPad. I no longer worry about breaking with an accidental drop.,34527918,5,ajjb,6592139,8/10/14 21:40,Protects perfectly
My best purchase yet. I absolutely love it. My mom liked mine so much she got one for herself. But her screen is a lot bigger lol,34527900,5,,7576047,8/10/14 21:38,Love it
not that great ergjer08gj erigjerig0gtj eigjrgj0n erigei0gje0,34527867,3,nandkbla1,5815013,8/10/14 21:33,Not REally
Has a great price for a 16GB more tha. What I needed but great price,34527838,5,StlBlues87,9226875,8/10/14 21:26,Awesome storage from the price
Brought back childhood memories of the 80's. These movies are all produced by Seven Spielberg.,34527804,5,grbf1grbf1,8813131,8/10/14 21:22,3 of the best movies I've seen in the 80's
This tablet was given as a gift. You can't be value.,34527775,4,GoBlue,4255098,8/10/14 21:17,Great tablet for the price.
Loved the old wolfenstein and this is a great modern version with great graphics.,34527742,5,emokid,9167086,8/10/14 21:13,new version of great old game
"I bought this computer as a gift. I waited for 45 minutes to just purchase the computer. The computer does what it is supposed to do, it allows the user to get onto the internet and run most applications. Nothing special but it does its job.",34527729,4,pudfunk,5342009,8/10/14 21:12,Not bad
GPS that is easy to use. Kept me from getting lost,34527723,5,Tater,7535075,8/10/14 21:11,Wonderful GPS for my car
Love the design and ease of this gaming mouse. Upgraded and love it,34527719,5,emokid,2460375,8/10/14 21:11,great for gaming
"Works great in our printer. Easy to install, no problems with prints or smearing.",34527724,5,thatguyoveryonder,8987313,8/10/14 21:11,Great ink
The control is easy to handle and responds quickly to the WiiU.,34527711,5,Mario,2217457,8/10/14 21:10,Great control for WiiU
"Worked perfectly, installed on Windows XP computer to connect to an upgraded router. Fast install, good throughout.",34527694,5,JRFlorida,2089219,8/10/14 21:09,Perfect for my needs
Good basic computer for home use or back up system. Is equipped with new Windows 8; good value for the price,34527688,4,TSTBROWN,5815013,8/10/14 21:08,Basic computer system; excellent for start up
Overall it's a great game that I would recommend to anyone.,34527683,4,Mario,8400089,8/10/14 21:07,Fun for the family.
I brought for my son with PS 4 for 1 years subscription. Like to download the game and other stuff he is happy.,34527659,5,Coolboss,8945779,8/10/14 21:05,Great for PS4 lovers
"This tv was easy to set up, light weight and has a great picture",34527609,5,Suecat,7555069,8/10/14 21:00,This TV was just what I wanted
The price was not what was advertised when I purchased the product but it is worth the extra I paid.,34527579,4,greg,6814943,8/10/14 20:57,Very nice monitor
Looks great in my living room. Keep another set of L-keys for easy assembly.,34527549,5,vivcool,2405166,8/10/14 20:52,Sturdy &amp; decent looking stand
I've watched it three times and it keeps getting better,34527545,5,cryphx,7383409,8/10/14 20:52,Good movie
"Very entertaining B-Movie that delivers on its promise and intent. When viewed with realistic expectations, this low-budget film can provide an enjoyable experience.",34527539,4,MMMartell,6953073,8/10/14 20:50,Blu-ray provided very good video &amp; audio quality.
Great documentary! Very well done. Highly recommend blu ray as it has extra stories on it.,34527495,5,Budman74,8228328,8/10/14 20:46,Get the blu ray!
"Good picture, good value, stand is more sturdy than the last model. Connects easily to the Blu-ray player we purchased.",34527485,5,Timothy,8848057,8/10/14 20:46,Great bedroom TV
"We had a Garmin for several years and finally decided to get another one. This was on sale and we love the improved larger screen compared to our old one. Has similar software, so it was easy to switch over.",34527474,5,Brad,7534076,8/10/14 20:44,Great GPS
great item works perfect with my apple tv great experience,34527453,5,AFBCO,2648583,8/10/14 20:42,great item
This Radio/Back Up Camera fits perfect in the car - It is easy to operate,34527444,5,NOGuy,2987043,8/10/14 20:41,Great Radio
Great product for home entertainment.Meet the requirements for the purpose used for and very convenient and simple to understand.,34527443,5,dabaah1,8364078,8/10/14 20:41,excellent product
"This cover is very adequate, yet slightly on the flimsy side. Since it is made by Apple for Apple ipad, fit is good.",34527442,3,JPcasualmusicman,2865547,8/10/14 20:41,A very adequate cover for the ipad.
I have listened to this 6 times and every time I do I like it more.,34527440,5,Dave,7836031,8/10/14 20:41,Excellent
great experience great item good price enjoying it,34527432,5,AFBCO,4854433,8/10/14 20:40,great item
"My father enjoys his phone. It took him forever to receive it, but he finally got it.",34527430,4,Baybay,9158042,8/10/14 20:39,Great phone for my dad
Its the best product out there. reserched allot of other system. by far this is the best,34527422,5,vaughn,2431173,8/10/14 20:39,fantastic sound system and quailty
I bought this movie and I have enjoyed it every time I have seen it. A must see!!,34527415,5,Mqraela,6348003,8/10/14 20:39,Great movie
This charger is great. I have two Toshiba's computer and I was able to find a plug for each one.,34527410,4,vonlee,4382768,8/10/14 20:38,universal charger
For my first time having to install on a fridge it was super easy,34527405,5,avasmama1231,6681708,8/10/14 20:37,easy to install
Scary movie that kept me guessing constantly! Great cast!,34527369,4,Steph,7383534,8/10/14 20:34,Scary movie
Not a good Godsmack CD. All songs sounded the same.,34527356,3,Steph,7836031,8/10/14 20:32,Not great CD
Perfect table top fan. Speed is just right. No complaints.,34527348,5,pvarcangel,7647041,8/10/14 20:32,great
Great movie! Lots of extras! Great price for everything!,34527332,4,Steph,6347068,8/10/14 20:30,A lot of extras
Its the newer improved controller for play station. Analogous are soft and easily wear out but overall great...,34527291,5,mickeymouse,8240079,8/10/14 20:28,excellent
"I love this CD player! The anti-skip is great, get a nice clear sound, and it's not a battery killer like some of the other CD players I have had! I highly recommend this player!",34527285,5,Andrea,8222915,8/10/14 20:26,Great CD player
I really enjoy this product over other brands. My family members also have Macbooks and we are all really happy with our products. They are reliable computer with very little issues,34527284,4,Donna,5430505,8/10/14 20:26,Great product
Bought this because the iMac I bought did not have a CD/DVD drive. A welcome addition!,34527231,5,leon61,5856129,8/10/14 20:22,Excellent addition to my iMac.
It 's an awesome collection of classic movies for any fan.,34527237,5,Jayred93,5513191,8/10/14 20:22,Great collection of five classic movies.
Didn't have to spend a lot of money to protect my ipad,34527201,5,Peggysue,3532016,8/10/14 20:20,Very easy to put on my iPad.
purchase this one to replace the one that came with the iPod I purchased for daughter it had stop charging,34527200,5,mroz,2253772,8/10/14 20:19,works
I like that I can set in my chair and watch TV and play games or check email or Facebook.,34527159,5,Peggysue,2579045,8/10/14 20:16,Very easy for older generation.
Get this album. It's like turning back the clock to Petty's new stuff back in the 70's &amp; 80's!,34527125,5,BigJ,7512389,8/10/14 20:12,REAL Rock-N-Roll is Back!
All-in-all: Very satisfactory. Good color coordination between screen and print on photos.,34527124,5,8ped,4671034,8/10/14 20:12,Great Printer
"Fun and I enjoy the imagination, but I had a hard time keeping my attention on it after an hour. A little too long for me.",34527087,3,green,5863038,8/10/14 20:09,Lego movie
It gets the job done. Cheaper than a oem power adapter,34527086,3,tylt,5202025,8/10/14 20:09,Its ok
Great product. Son enjoys using his game console. Great buy.,34527032,5,JacobnJonas,9267058,8/10/14 20:05,great
This is an easy to use simple easy to use product.,34527030,5,LoLo,3142599,8/10/14 20:04,Has just enough storage that I need.
The game is fun if you are not a serious gamer like myself.,34527035,3,Ikem,3864046,8/10/14 20:04,The game play is cool and enjoyable at times.
"Purchased this to solely load hundreds of CDs, so I'd always have whatever music I want to hear, when I'm out in the car. Still have room for a few hundred more CDs.",34527008,5,Stangin,3613746,8/10/14 20:02,Great buy
when on the phone you don't hear surrounding noises.,34527012,4,moki,4950032,8/10/14 20:02,great for a technology person
I really like the movie. I can't wait for the next one.,34526998,4,Gmoney,6347068,8/10/14 20:00,Very Nice
