comment,product_id,rating,reviewer,sku,submissionTime,title
I bought this when I needed to replace a different one I previously owned. There isn't much that could go wrong with this kind of item but it does what it should do.,34710432,5,Devon,1912276,8/15/14 22:35,Great aux cable
"Purchased four items as a deal and the oven was my favorite. Fast heat up nice electric range, easy clean up",34710431,4,ricki,4947381,8/15/14 22:35,love samsung
"Great game overall. It is mostly an online game. If you have other friends with the game or enjoy competing online it is greAt. It does have a short story line, which helps beginners learn how to play before diving into free play online.",34710428,4,Awhite240,2892021,8/15/14 22:35,Great game
Simple USB to RS232 cable. Works as expected. Plugs into USB port and provides the ability to use console connections to a variety of devices.,34710427,4,Robert,7135664,8/15/14 22:34,Works as intended
This keyboard is a must for gamers. The keys are placed perfectly and the extras help unbelievably during play.,34710423,5,SmartShopper36,2462346,8/15/14 22:34,Awesome Keyboard
The second season was better then the first and I absolutely loved the first season.,34710429,5,Aggieman,1618498,8/15/14 22:34,A++
Good quality cable. Wonder why it didn't just come with the printer though.,34710425,4,,9695523,8/15/14 22:34,Good quality cable.
GOOD PRICE WITH PICTURES WORKS VARY NICE AND BACKING UP MY DATA ON MY PC,34710418,5,punky,4785174,8/15/14 22:34,DISK WAS VARY GOOD FOR WHAT I DO
Great flash drive. Slow speeds but does its job. Only 1 year warranty.,34710410,5,gadgetguy,4923355,8/15/14 22:34,Great flash drive
"Great for our family! Small, cute, snow cone maker for individual use, probably wouldn't last if was over worked for a large amount of time. Kids love it!",34710416,4,Number13,9467025,8/15/14 22:33,Snow cone maker
AMP allowed me to connect my Sonos system to a excellent sub woofer I already own along with some surround sound speakers. Listening to music at home is a whole new experience and iy brings a new dimension to watching movies at home.,34710414,5,BennySyd,8921884,8/15/14 22:33,BOOM!
great storage for the money. LED light lets you know when it is on,34710413,5,Slingbot,2944503,8/15/14 22:33,small and compact
This a low end Android phone. Good as a backup phone or for kids. Low price.,34710406,4,gadgetguy,1805154,8/15/14 22:32,Great inexpensive phone
This usb cable is the perfect length to fit in a smurf tube.,34710405,5,shasta,3720011,8/15/14 22:32,Nice picture
This is a great phone protector. I would definitely recommend it to everyone.,34710401,5,peachy,8872685,8/15/14 22:32,great
Great razor. Cuts long hair very well. Easy to clean blades by raising with water.,34710396,5,BrownSugar,1991478,8/15/14 22:32,great razor
Very quiet does a great job. Purchased as a set and am happy with all four pieces.,34710395,4,ricki,1150152,8/15/14 22:31,quiet dishwasher
"I like this stylus, doesn't get stuck,and works well with my iPad. Also its a very good price compared to other stylus's out there.",34710383,4,Mel83,3695185,8/15/14 22:31,Good Pen
Had to buy me a copy because I kept borrowing everyone else. It is hilarious.,34710381,5,Aggieman,1801608,8/15/14 22:30,The Heast brought the heat
I like how slim it is. I feel comfortable knowing that my child has a shatter/water proof case for her ipod.,34710372,5,shasta,9085043,8/15/14 22:30,Great case for ipod
Simple to use. Easy set up. Great quality. Recommended.,34710367,5,Anna,1009196,8/15/14 22:30,Great
Great product comes free with the purchase of a laptop. Does what it has to do . Feels good to know that your laptop is cover with Antivirus .,34710366,5,manny,1688832,8/15/14 22:30,easy to install.
Love our PS4 and controller works perfect with the set.,34710371,4,Awhite240,8240079,8/15/14 22:29,Solid sony
Great phone protector for the money. I would recommend this product to all.,34710368,5,peachy,8872676,8/15/14 22:29,great
I like the slim body and glad that it is waterproof.,34710354,5,shasta,2912482,8/15/14 22:28,slim fitting
Good headphones Comfortable ear pieces with changeable gummed glad I purchased good sound quality as well for music and movies on phone,34710351,4,joffer00,6292548,8/15/14 22:27,good buy
my son like having this card to play the game he need,34710347,5,Hader,3695167,8/15/14 22:27,good card
For the price and all the features are super great. Specially super fast . As well with 8.1 windows already install.,34710346,5,manny,7288011,8/15/14 22:27,awesome for work and play
One of the greatest disney movies ever. Finally on blu ray.,34710343,5,,6959119,8/15/14 22:27,Great movie
This is a fun family movie! The birds are brilliant &amp; delightful. I especially liked seeing Aubrie_3/4_s name in the credits. Enjoy this show with your whole family.,34710338,5,Conrad,6306117,8/15/14 22:27,Great movie
Loved the first series so much I bout all seasons to watch. I even had family over and after watching a few episodes they were hooked also.,34710336,4,Aggieman,6386598,8/15/14 22:26,Couldn't stop watching
"Enjoyable movie for kids and adults, I was expecting more from the special; features though.",34710334,4,S007,6955008,8/15/14 22:26,"Good mopvie, needs more interviews in the extras"
Great WWII movie. Good acting and impressive story,34710333,5,Aigolos,5392025,8/15/14 22:25,Great movie
Any disney movie on blu ray is amazing. This is how they were meant to be watched.,34710328,5,,7620112,8/15/14 22:25,Great movie
Love the movie the blue ray DVD digital copy is a must for road trips and different players nice all together,34710332,5,joffer00,6955008,8/15/14 22:25,fantastic movie
my first one still going strong. can not beat it for the price,34710152,4,Jerry,3320006,8/15/14 22:23,love vizio
Does what is needed but why do I have to pay so much to get a pro version? Typical MS gouging.,34710011,4,Hunter,2240003,8/15/14 22:22,Nice product
"I use this gps for work every day, and it works great",34710009,5,LISANJON,3054047,8/15/14 22:22,THIS IS A GREAT GPS AND I'M VERY SATISFIED WITH IT
This LapDesk is simply perfect for those situations where you need a sturdy surface to accomplish tasks as if you were sitting at a real desk.,34710008,5,djbscott,9267633,8/15/14 22:22,Perfect
Easy to install...easy to use. Replaced an older printer &amp; glad to have a scanner,34709996,5,Drskinner,1491822,8/15/14 22:21,Great!
We are staying in an RV and does everything we need. We love the wireless printing. Perfect for a student or professional.,34709998,5,Benno,9444046,8/15/14 22:20,It has a small footprint and has a lot of features
"Setup was easy even for beginners. I was up and running within 15 minutes and there was no glitch at anytime. For the price, you can't beat it.",34709994,5,,8998506,8/15/14 22:20,Good price for what you get
The phones have audible caller ID and long battery life. Great choice!,34709993,5,TRO2,5057005,8/15/14 22:20,Great phones
"I really enjoy this modem/router, I have been through a couple such as Motorola, etc, but this netgear is way better when it comes to performance and price.",34709987,5,DaveB,3707003,8/15/14 22:19,Really Great Modem/Router
Great sound and easy to use. Wireless aspect is best feature,34709985,5,buckeye7676,4732382,8/15/14 22:19,Great Sound
"I purchased this unit to replace an older model that could no longer handle the load that was being placed on it. So far, so good. It's doing its job.",34709982,5,Hunter,9735125,8/15/14 22:19,Great Unit
Great protector for iPad. Feel like its safe I purse or bag.,34709976,4,,4989213,8/15/14 22:18,Nice not to hold my iPad
I live how I can plug my phone in and sit comfortably on the sofa still use my phone. I sure don't miss the short cord at all.,34709979,5,Moparmomma,5019104,8/15/14 22:18,Perfect length cable
"I mostly play Road to the Show, which is much better this year.",34709981,4,Ashimbo,4069005,8/15/14 22:18,Great Portable Gameplay
"I'd heard this was a great TV series, and I think that was an understatement! Spader is a terrific actor and the rest of the cast rise to his level. Lots of twists, turns, secrets, and subplots here, but every episode has a resolution. Get comfy, because you can't watch just one episode.",34709975,5,Carolinacajun,7732027,8/15/14 22:18,Awesome series!
The Simpsons are hysterical. We love watching the show!,34709971,4,Jenny,2884001,8/15/14 22:17,The Simpsons are binge watching worthy!
"I've had no real issues with 2013 as some others have had. Overall, I'm satisfied.",34709966,5,Hunter,7016297,8/15/14 22:16,Typical Office product
"Works really well, except for the range. Very easy to hook-up with optical cable, purchased separately.",34709968,5,c417,5654132,8/15/14 22:16,Add Bluetooth to devices that don't have it.
I used this and was able to charger my phone and still had plenty of battery power left. To charge my iPad. The slim design is also a plus. You can put it in your pocket with your phone.,34709963,5,Moparmomma,4245018,8/15/14 22:16,Excellent for charging phone or iPad
"Not sure I was expecting much from a 1st generation game but the graphics, story and replay ability was downright fantastic. Me and my friends play this over Ghosts any day. I promise you won't be disappointed.",34709964,4,GiveMeVodka,8677045,8/15/14 22:16,"Wow, great 1st gen game with wonderful multiplayer"
Does what it's made to do. Would rather get this than have a credit card on file with Microsoft on the xbox.,34709962,4,awesomeness,1423147,8/15/14 22:16,good for what its for
"Burns quickly and easily, no bad discs in the entire package",34709959,5,Qwerty,1773043,8/15/14 22:16,Good
"ITS GOOD FOR STORING ALL KINDS OF FILES, MOST OF ALL PICTURES AND VIDEOS.",34709957,5,soglez,8915101,8/15/14 22:15,GREAT FOR STORING ALL MY FILES
Have lots of fun with all the things we can do with it including pool pics. Excellent quality.,34709953,5,Juanisimo,1300059,8/15/14 22:15,Love this camera for traveling
"Longer Micro SD cable is good to have, but the controller grips feel like they will stretch to much over time.",34709947,3,Carlo,1854101,8/15/14 22:15,Not bad for 10 bucks.
Great Laptop with excellent features at a good price point. I've purchsed several of these for my employees and they have been happy. Very pleased so far.,34709945,5,Hunter,2990013,8/15/14 22:14,Great Machine
Point cards are easy to use and good to grab when on sale. These are all ready for the upcoming games and DLC.,34709931,5,MeToo,1423147,8/15/14 22:13,Points - Ready For Upcoming Games
Love this dryer. Energy saving feature. Wrinkle prevention and the door opens from top down.,34709908,5,g9mm,1537051,8/15/14 22:12,best deal ever.
DC Universe Animated Movies are something I always look forward to watching. This was based on the the Video Games which I played that made this film even better,34709911,4,Twin,7432011,8/15/14 22:12,DC Universe Animated Movies Never Disappoints
The extension of pants to the ps4 is slow. Great freebies for ps3 but lacking on the new system,34709889,3,Thps44,9928881,8/15/14 22:11,Came with bundle but already had
It makes great smoothies quickly. It even crushes ice cubes and frozen bananas. Everything is always well blended.,34709886,5,cook,1013848,8/15/14 22:11,Excellent small blender
Great cast and an overall good movie. Looks great on Blu Ray.,34709883,4,sheki381,3282146,8/15/14 22:11,decent flick
Ok I guess I should say more. Definatly a throw back to the old ways of betrayal and intrige.,34709866,4,CabC,8766045,8/15/14 22:10,Spy movie need I say more?
"great alternative to apple offering, I've had no compatibly issues what so ever",34709860,5,,5019104,8/15/14 22:10,great apple alternative
people complain about Nintendo but the quality and time they take to make their games are a cut Above the rest. Great game for a great system.,34709861,5,Thps44,3220007,8/15/14 22:10,Another Nintendo Classic
This case fits my Garmin GPS well. This product was for a great price. Great purchase!,34709858,5,AmberS,1323096,8/15/14 22:10,Great Case!
My daughters love using the bluetooth connection to this speaker to play their tunes poolside.,34709805,5,Diane33,5970094,8/15/14 22:10,Amazing speaker
"What can you say about a flash drive? Today's technology is really amazing -- so much storage, so user-friendly, so inexpensive. It's pretty miraculous really. Is this flash drive better than others? Not necessarily, but it was the right capacity at the right price.",34709795,4,,4923355,8/15/14 22:09,what can you say about a flash drive?
I have had a collection of CDs and movies piling up for a while now and this CD rack does the trick to keep everything organized.,34709595,4,Blackthunder84,2904108,8/15/14 22:08,Gets rid of clutter
It's really great!what can i say??i love the functions,34709592,5,vmrs12,5291009,8/15/14 22:08,great buy!!
"Honestly this is pretty expensive compared to what you can probably order it online, but i guess a couple bucks for having it now now is the consequence",34709589,3,amassachusettsguy,5019113,8/15/14 22:08,IT WORKS!
"I never played a soccer game in my life, but after getting this game for my husband I have played it constantly. It gives a good tutorial and allows beginners to learn how to play the game from the start.",34709588,5,DarkAngelYuki,8834055,8/15/14 22:08,Great pick for soccer fans!
Good game. It is a solid action game that has plenty of challenges.,34709583,3,tmoney7986,3136007,8/15/14 22:08,fun
Our family really enjoyed this sequel. Great 3D special effects!,34739505,5,dcredskinsfan1969,6306117,8/16/14 22:42,A joyful collection of sight and sound!
Good TV for the price. Easy to hook up. Great picture,34739490,5,Trina,2799025,8/16/14 22:39,Great TV
I even bought two.Awsome buy. Nice picture. Big screen. Whole family Love them.,34739488,5,marchayo06,2438016,8/16/14 22:38,Great purchase
"A great compact stereo system, plays 5 cd's, Has an IPhone dock, Plays from an IPOD or MP3player, even has FM, AM, radio and plays cassettes too. Looks great, sounds great, Perfect for my small business. Can't find anything close for even double the price. I'm thinking about buying one for him use too.",34739481,5,pinkorchid,2024341,8/16/14 22:36,"Great product, had everything I wanted."
a few songs are kind of slow but overall good album,34739477,4,flat1,8954048,8/16/14 22:34,Great Album
This product does what it is supposed. The product had an error the first time I tried to install it but it worked the second time.,34739475,5,cheyann,1802006,8/16/14 22:34,product lives up to expectations
Bought it for my chef he had a creepy old radio that drove me crazy. It was very much appreciated,34739471,5,Taco,7881049,8/16/14 22:34,We use it every day in a hot kitchen
"Replaced my aging G700, this Logitech G502 is a fantastic upgrade! So smooth, precise, and the software that programs it is fantastic.",34739461,5,ChrisInFolsom,4642008,8/16/14 22:33,Logitech's Best Gaming Mouse
"good ink quality, images are vibrant. true to color when printing.",34739456,5,,5573098,8/16/14 22:32,good product
"does not cost much, easy to set up and use, makes tablet more effective",34739454,5,blue,2001047,8/16/14 22:31,easy and does the job
"a lot of computer for a light tablet, price not bad",34739438,4,blue,6244026,8/16/14 22:28,fast and flexible
Exactly what it says it is. It plugs in and it works. Enough said.,34739437,5,MeDude,5681548,8/16/14 22:28,HDMI Cable
"Works great so far. Easy to hook up, quick speeds, no issues.",34739436,5,mattyb,2836657,8/16/14 22:27,great
Very reliable stainless-steel hose for ice maker on new refrigerator should last forever.,34739430,5,Glock26,9089657,8/16/14 22:27,"Well build hose, good prices."
"this tv has all the things I wanted such as great picture, great sound and great price.",34739422,5,jinxjinx,3484019,8/16/14 22:26,great quality at an affordable price
Good computers for kids to use. Good price! Easy to use,34739417,5,jsnam,6061000,8/16/14 22:26,Great for the kids
The LG - 8x External Double-Layer DVD RW/CD-RW Drive is just what I needed.,34739383,5,Dexter,1802006,8/16/14 22:16,Works great
"I love this series...it's just so interesting! Clones, monitors, control, manipulation, fear, family, love, laughter, triumph.",34739379,5,Blaustin,6131661,8/16/14 22:15,An intriguing series I will continue to follow.
This one is almost better than the first one. A lot of action and great scenes. A must see.,34739377,5,Pimptight,5836383,8/16/14 22:14,This movie is awesome
"High resolution, holds lots of pictures. Very durable, very dependable.",34739371,5,Glock26,1301012,8/16/14 22:13,Holds a lot of pictures.
A very entertaining series about the Pacific Railroad as it was being built.,34739363,5,Blaustin,6399197,8/16/14 22:13,Excellent series about the pacific railroad build
"Looks very nice, and works well. I've had it for about 2 months and no problems.",34739362,5,Schick268,9089657,8/16/14 22:12,Good product
Case is lightweight and easy to use. Great for protection and easy to manipulate. Overall a great product.,34739359,5,Pimptight,5741015,8/16/14 22:12,Great case
"Looks very nice, and works well. I've had it for about 2 months and no problems. I pretty much like everything about it.",34739360,4,Schick268,4947381,8/16/14 22:12,Works good
I only had this for 2 days before I lost it. Worked great while I had it.,34739365,4,bendon,1590207,8/16/14 22:12,Great headset til I lost it
I love animated movies and found this movie to be as enjoyable as the Pixar movies.,34739353,5,YankeeFrank,5863038,8/16/14 22:11,Great family movie
Just got and and it works well. I've had it for about 2 months and no problems.,34739358,5,Schick268,6681708,8/16/14 22:11,No problem
No problems with them.the oven we got works good and the hook ups work great.,34739346,5,Schick268,8929671,8/16/14 22:10,Works good
"After ""the crash"" this was the perfect modernization for my wife's laptop which otherwise was working great. It lets her store more family pictures and keeps the system from bogging down as it did with the old 350mb hard drive.",34739340,5,FiredancerII,5542941,8/16/14 22:09,Great upgrade for an older laptop.
"Charges all my products very fast, it's light weight as well!",34739339,5,Islandboy99,7006915,8/16/14 22:09,Fast charging
Wire was long and didn't break after 10 uses like the aftermarket one I had,34739336,5,Islandboy99,2253772,8/16/14 22:08,Awesome
Can't go wrong with the boondocks. Keep an open mind. It's just comedy so keep smiling.,34739333,5,Pimptight,6017073,8/16/14 22:07,All the way funny
Very happy with the quality of this product and price.,34739326,5,laurenbrooke,4157006,8/16/14 22:06,Great for price
This was a great movie. I loved the story and the acting. Great actors!!!,34739325,5,Tina,9647333,8/16/14 22:05,Great movie
"Takes great pictures, love how the angle of the monitor can be adjusted for better viewing. A lot of camera for not a lot of money !",34739322,5,Glock26,3365019,8/16/14 22:05,"Nice camera, great price."
My husband and I both love this CD. Good quality and great selection of songs.,34739321,5,shaney,3617508,8/16/14 22:05,great selection of songs
"Looks very nice, and works well. I've had it for about 2 months and no problems. I think Samsung makes good products.",34739317,5,Schick268,3901007,8/16/14 22:04,Really good microwave
"Looks very nice, and works well. I've had it for about 2 months and no problems. Good product.",34739308,4,Schick268,3513032,8/16/14 22:03,Good deal
"Bought this to fit into a work-in kitchen with little space - it fit neatly on the counter, has ample power and capacity to heat most anything I may want to put in it.",34739291,4,Bill,2636571,8/16/14 22:01,Perfect Size for almost everything
very good keyboard mouse combo and has good range works across the room no troubles,34739288,5,William72416,1261439,8/16/14 22:00,very good
Works great! Would recommend it to someone in search of one.,34739277,5,Chips94,9812645,8/16/14 21:59,Great item
Product key is very annoying as it rips off the package with the wrapping. Have to go online and find it.,34739264,3,Duffy08,1688832,8/16/14 21:57,Decent Virus software
"Same size as my old side by side but seams to have more room, maybe because there is no post in the middle, at any rate it seams so much bigger !",34739261,5,Glock26,3928048,8/16/14 21:56,"Nice size, Great price."
"Best display, speed, and sound performance of any laptop I have purchased.",34739254,5,Duffy08,8897556,8/16/14 21:54,Great sound and display
"These are good speakers for the reduced price I paid as they were on clearance, wouldn't count on them to be end all do all",34739248,3,Lllsdad,8837636,8/16/14 21:54,Good speakers
Item was exactly as described. Batteries worked well.,34739246,5,jbaz,9217091,8/16/14 21:53,Good Batteries
I do like this flavor. I was looking for a new flavor and the magarita drink mix is definitely a nice flavor,34739244,4,Liljoy,2617633,8/16/14 21:53,Tastes good
My charger i bought none of the tips git. Di they said they wud ship out the right one. Well they email me said they dont carry that anymore. Thanks for nothing. Really think im gonna find a different store to shop at.,34739240,1,gmoney,5202025,8/16/14 21:52,crsppy charger that dont work
Classic movie best suspense ever ...fantastic story line ...a must watch,34739213,5,Bear,5867089,8/16/14 21:48,great movie
The player was easy to set up and use with the Sony 4k television. The remote control and system are similar to other systems and are easy to use.,34739211,5,wally,3413006,8/16/14 21:48,Very compatible with the Sony 4k
Great sound at a great price. I like the three different size foam pieces to choose from that go in your ear for a perfect fit.,34739210,5,bikerdolph,3316072,8/16/14 21:48,Great sound.
"Classic Zep, on Classic vinyl, remastered sound. With collector book, cd copy. Just an awesome thing to own",34739200,5,Foxx,6151046,8/16/14 21:46,Just awesome
it works well and no issues so far after using it for about a month or so. I like it is small and looks nice.,34739191,5,HBTA,9771632,8/16/14 21:45,Simple &amp; works
LOVE MY NEW PC NOTEBOOK..EASY FOR GAMING AND SOCIAL EVENTS..SETUP IS EASY AS WELL..LOVE THE FACT I CAN SIT IN THE DARK AND STILL SEE WHAT I AM DOING..,34739190,5,HEGADORA,5827044,8/16/14 21:45,GREAT FOR GAMING AND SOCIAL EVENTS
Lots of suspense ...twists and turns ...Great acting ...good story line Four stars !,34739171,4,Bear,1637184,8/16/14 21:43,great movie
Incredible video ..shows the life of animals at there point of veiw ..great camera angles ...great shots of a world we hardley know,34739153,5,Bear,6131042,8/16/14 21:41,great video
It was a good buy for the price; worked as expected.,34739141,4,Eagle,2527011,8/16/14 21:39,Worked great for non Samsung phone
I love this product. It hides the ugly cords in the wall which makes my remodel look fabulous.,34739125,5,wally,3600475,8/16/14 21:37,Yeah!!!
Nice and quiet fan. It needs installation mannually. This is obvious by following a small booklet.,34739119,5,Laurentzhau,1496141,8/16/14 21:36,Light and practical table fan
I was surprised at the accuracy from the sleep monitoring portion. The steps are accurate and I love the app for monitoring caloric intake.,34739111,4,TBROWN,4638051,8/16/14 21:35,Good product. Surprisingly accurate
It was a good game. It had lots of great action. I would recommend this game especially if you are a batman fan.,34739101,4,Shaggy,5260686,8/16/14 21:34,Good
The phone really is good for the cost.it syncs with my desktop through OneDrive. Awesome little phone,34739100,5,monetrenee,1558441,8/16/14 21:34,Great mini windows phone
it is easy to use and hold all my data. never miss any unsaved work.,34739103,5,save4usnowy1,9226875,8/16/14 21:34,very easy to use
The water flosser is great but the toothbrush seems to be lacking.,34739096,4,AC12,7935053,8/16/14 21:33,Great water flosser.
The tilt mount makes it easy to adjust the television for better viewing at different angles in the room.,34739088,5,wally,9881868,8/16/14 21:33,Easy watching
"Can't complain about this product. I ACTUALLY INSTALLED MYSELF WITHOUT ANY TROUBLE OR DIRECTIONS! Everything so far, so good!",34739092,5,MiniMIDI,1989213,8/16/14 21:33,Great audio and video quality!
"Slim, works as advertised. Good feel. Nice color. Smooth finish. Has survived a few drops. Good price.",34739090,3,bfmxsx,3700421,8/16/14 21:32,works
"This is a really good, great movie for a kid I'm sure your kid will love it",34739071,5,Imtoflyyouknowthis,5594789,8/16/14 21:30,Great movie for kids
So far so good! Amp seems to power my Fosgate 12' Primes just fine! Although I have had a bad experience in the past.. hopefully this amp will change my negative thoughts about the company.,34739072,5,MiniMIDI,7501245,8/16/14 21:30,Powerful for my setup
I like that the plugs are pre-labeled so when you are working with the different components you know automatically which plugs to move.,34739065,5,wally,9812645,8/16/14 21:29,Great organizer
"bought this when harmony 880 wore out. this remote is alot easier to use than the 880 was and doesnt require recharging, just some aa batteries.",34739064,5,cnjrob,9837565,8/16/14 21:29,replacing the harmony 880. this remote outdoes it
21.5 inch is a perfect size monitor for any computer. This monitor takes up little space. I would buy again.,34739052,5,whodey513,7294042,8/16/14 21:27,Nice size monitor for anyone
I purchased this router because I needed a router that had a USB port. Very few routers have this feature. Great router.,34739047,4,Forrest,2089307,8/16/14 21:27,Great router
Good price and cool colors to organize all your cords. Stop being messy and get these already.,34739041,5,,9001143,8/16/14 21:26,Cool colors
I Love it. Great color and extremely clear picture.,34739034,5,wally,5005006,8/16/14 21:25,Love it
Love the fact that at night you can tell that the charger is working because of the lights!,34739026,4,Shears,9321047,8/16/14 21:24,love lights
This works great as advertised. It's an adapter so can't say much more about it.,34739031,5,RodeoBot,7457059,8/16/14 21:24,Works as advertised
Good quality for product .. Good for as charger phone,34739025,5,Mini,3282035,8/16/14 21:24,Good for divices
"This is a great camera for a beginner, with a great price.",34739015,5,buckygrl,3643029,8/16/14 21:23,Great camera for beginner
Great for traveling. Price good so if you leave it by accident you aren't out much money.,34739011,4,Shears,4148007,8/16/14 21:22,love color choices
"a little slow in some areas, but not a bad movie to watch.",34739006,4,,2855485,8/16/14 21:22,good movie
"Product friendly,, good Cover for ipad2 ,, highly recommended to a friend",34738998,5,Mini,5872041,8/16/14 21:21,Good item
It was very easy to down load the updates and love the size of the screen. The price was very good also.,34738993,4,Shears,7534076,8/16/14 21:20,Great gps
willing to spend extra to get great picture? then get this one.. have it on all my TV's,34738991,5,pajk,9907014,8/16/14 21:20,great for picture clarity
"fun to watch, they both work good together and it was funnier than I thought it was going to be.",34738975,5,,2395005,8/16/14 21:18,great movie
"I totally recommend this all in one printer, scanner, and copier. It's great quality plus it's wireless and connects to my home router.",34738974,5,Forrest,2904153,8/16/14 21:18,"Great all in one printer, scanner, and copier"
"Good products, safe for kid ,, my kid used it with happinesss",34738973,5,Mini,2865467,8/16/14 21:18,Great cover
It is a great product t for the price. It helps tell who owns what controller.,34738950,5,peterthegreat,3437003,8/16/14 21:15,Awesome color Controller
I had this shield professionally installed and there are still some bubbles.,34738945,4,Collegegirl,7433029,8/16/14 21:15,It works so far
The Surface Pro 3 slides easily into the sleeve with the keyboard attached. It is very roomy and can fit the mouse and charger on its outside zipper pocket.,34738924,5,Collegegirl,6819343,8/16/14 21:11,Great case for the Surface Pro 3
"I have not used this product before, but am going to try it out for a year. So far no issues with it.",34738910,4,Collegegirl,1688832,8/16/14 21:09,Easy to install
I've had this printer for about a month now and use it everyday for business and personal.,34738903,5,Oscar,1612185,8/16/14 21:09,Great photo wireless printer
The keyboard clasps on easily to the Surface Pro 3. It also serves as a protective cover to the screen when not in use.,34738893,5,Collegegirl,6728113,8/16/14 21:07,Great keyboard
memory card was a gift for my sister. nothing else to say.,34738888,5,nomosi16,5334038,8/16/14 21:07,gift
"Great clean, clear, crisp sound quality, and no one else hears it.",34738878,5,,3512108,8/16/14 21:05,Great sound quality
This is a must for college students. It is easy to install and use.,34738872,5,Collegegirl,7016127,8/16/14 21:04,Great program
"Great movie for the children, pretty close to being as good as the first one. Not bad for second movie.",34738866,5,grabberblue55,6306117,8/16/14 21:04,Great Family Fun
We have had no issues yet from this surge protector.,34738849,5,,8968315,8/16/14 21:03,works great
Will be getting another one when needed. Have a ton of music CD's I need to back up and will work great storing them.,34738850,5,grabberblue55,9028431,8/16/14 21:02,A no brainer
This is a must have accessory for any Surface tablet. It's backlight feature makes it useful on the go!,34738832,5,LV12,2267215,8/16/14 21:01,Backlit Keyboardcommentcomment
Easy to install. No mess or clogging or anything. Works fine.,34810769,3,,5573238,8/17/14 22:43,ok
The D3200 was my first DSLR camera after years of using small point and clicks. This was my first lens purchase beyond the mid-range lens that came with the camera. I used it a few times already and I'm quite satisfied with it's performance.,34810751,5,Bruce56k,1230528,8/17/14 22:41,First additional lens purchase for the D3200
"Great new visual depths, enhanced special effects in a unforgettable episodes that will take them to strange new worlds. High-definition and action packed.",34810731,5,Swc16,5945361,8/17/14 22:37,Star Trek Next Generation great on Blu-Ray
It's great. Works very well with no need for other components,34810720,4,Fwb1,3868494,8/17/14 22:34,Does the job well -- no extra wires or components
Great TV for the price. Easy to set up. Nice clear picture.,34810696,4,cookiestick,8240051,8/17/14 22:32,Great price for the size
a must for any go pro user hands free and east to use,34810674,5,rammd,1667023,8/17/14 22:28,Awesome accessory
These screen protectors are awesome! Won't get any other product.,34810641,5,SFMember,5147175,8/17/14 22:23,Great
Could not find a better price from any other reputable company.,34810626,4,JohnEBoy,2548011,8/17/14 22:21,"Great price, quick shipment."
"The story line seems loose. The lines seem to come hard for the voiceovers. Finally, the art/computer renederings dont seem as clean as other movies. My kids love it, but i will not sit through it again...",34810617,4,redman618,5114231,8/17/14 22:21,good movie for kids...
"For the price i was expecting a little more protection from falls/drops. Dont get me wrong, it offers protection from the basics, but im still afraid to let it drop even 6 inches.",34810593,4,redman618,4170003,8/17/14 22:18,great basic case..
Cheap way for me to protect the glass on my iPhone,34810585,5,Newtosmartphones,6559029,8/17/14 22:16,Can't tell that there is a shield over the phone
We bought these so our 3 yr old could draw on our tablet without leaving marks on the screen protector,34810506,5,jaamot,3695263,8/17/14 22:05,Great for younger children
Best sound for all the units that I compared. This is my second unit that I purchase bc it sounds so good,34810500,5,Deano311,8507045,8/17/14 22:04,Great sound for a Bluetooth speaker
it is a good float. don't have to worry about camera sinking . Must have Gopro item.,34810499,4,pdbanda,1667041,8/17/14 22:03,"It floats properly, does it's job."
I bought this for my daughter so she wouldn't have to use our 12.2. She loves it.,34810487,5,jaamot,2601005,8/17/14 22:02,Great for my daughter
"As good as I could expect from a kids movie. If you have that expectation, you will enjoy it",34810459,4,Wazzzup,6306126,8/17/14 21:57,As good as you could expect from a kids movie
"If you have a dog that sheds like it is his job, this vac is for you! Be ready to put a little muscle into the workout and you won't be disappointed!",34810418,4,Cleanerwithadog,7555078,8/17/14 21:52,Great pick up ability
Easy to install and easy to use. Have it on an apple not sure if i needed it or not but installed it anyways,34810375,4,Acers,1688832,8/17/14 21:48,was part of a package deal
loved it.the first two albums were brute force kind of way.they changed a few things here and there.it still works though.,34810346,5,rick,6694135,8/17/14 21:45,they toned down a bit.but still good
very good head unit especially for the price and very easy to use so far after 2 weeks I have no complaints,34810344,4,Robert,1311298988,8/17/14 21:44,easy to use
easy to use and easy to set up. Maybe more storage than i need but to much is never a bad thing,34810341,5,Acers,4854497,8/17/14 21:44,best router ever
"Purchased to use for work conference calls. Works great, links with MS Lync well. Headset surprisingly comfortable on my ears for extended periods of time.",34810296,4,Long,9618932,8/17/14 21:38,My first USB headset...great performance
"Compact camera, that is easy to use, clear pictures and videos.",34810291,5,Kasha13,1593189,8/17/14 21:38,Great camera for point and shoot
Its a little pricey but worth every penny. Apple is the way to go. Defiantly glad i went with the larger screen size also,34810285,5,Acers,2712009,8/17/14 21:37,best laptop ever
I recomment it because is easy to set up and use it!!,34810229,3,Bombom,1590207,8/17/14 21:31,It was a excellent tool for listen your music
"Running smooth on my pc, no con to be found at this time",34810232,5,qHTp,5381884,8/17/14 21:31,Good
My pc just run every game on high setting with this card,34810199,5,qHTp,2518005,8/17/14 21:28,Good
too many radio stations for RF adapter. cords kink.,34810211,4,ElectronicsShopper,5019323,8/17/14 21:28,great tool for playing music
